Uniprot.accession,Gene.symbol,Description,tissue,Variable,Value,transporter,mito,meta,edge,rhea,reactome,TCDB,edge_type,Outlier
Q5U3K5,RABL6,Rab-like protein 6 OS=Mus musculus OX=10090 GN=Rabl6 PE=1 SV=2,liver,N-alpha-Acetyl-L-asparagine,0.126522914,no,no,no,RABL6_N-alpha-Acetyl-L-asparagine,NA,NA,NA,newfound,Normal
Q9DBB9,CPN2,Carboxypeptidase N subunit 2 OS=Mus musculus OX=10090 GN=Cpn2 PE=1 SV=2,liver,N-alpha-Acetyl-L-asparagine,0.0376,no,no,no,CPN2_N-alpha-Acetyl-L-asparagine,NA,NA,NA,newfound,Normal
Q3UHC7,DAB2IP,Disabled homolog 2-interacting protein OS=Mus musculus OX=10090 GN=Dab2ip PE=1 SV=1,liver,N-alpha-Acetyl-L-asparagine,0.12577267,no,no,no,DAB2IP_N-alpha-Acetyl-L-asparagine,NA,NA,NA,newfound,Normal
P97429,ANXA4,Annexin A4 OS=Mus musculus OX=10090 GN=Anxa4 PE=1 SV=4,liver,N-alpha-Acetyl-L-asparagine,0.0957,no,no,no,ANXA4_N-alpha-Acetyl-L-asparagine,NA,NA,NA,newfound,Normal
Q61247,SERPINF2,Alpha-2-antiplasmin OS=Mus musculus OX=10090 GN=Serpinf2 PE=1 SV=1,liver,N-alpha-Acetyl-L-asparagine,0.0894,no,no,no,SERPINF2_N-alpha-Acetyl-L-asparagine,NA,NA,NA,newfound,Normal
O35516,NOTCH2,Neurogenic locus notch homolog protein 2 OS=Mus musculus OX=10090 GN=Notch2 PE=1 SV=2,liver,N-alpha-Acetyl-L-asparagine,0.125802998,no,no,no,NOTCH2_N-alpha-Acetyl-L-asparagine,NA,NA,NA,newfound,Normal
O35609,SCAMP3,Secretory carrier-associated membrane protein 3 OS=Mus musculus OX=10090 GN=Scamp3 PE=1 SV=3,liver,N-alpha-Acetyl-L-asparagine,0.00976,yes,no,no,SCAMP3_N-alpha-Acetyl-L-asparagine,NA,NA,NA,newfound,Normal
Q91VC9,GHITM,Growth hormone-inducible transmembrane protein OS=Mus musculus OX=10090 GN=Ghitm PE=1 SV=1,liver,N-alpha-Acetyl-L-asparagine,-0.0212,no,yes,no,GHITM_N-alpha-Acetyl-L-asparagine,NA,NA,NA,newfound,Normal
Q9Z2V4,PCK1,"Phosphoenolpyruvate carboxykinase, cytosolic [GTP] OS=Mus musculus OX=10090 GN=Pck1 PE=1 SV=1",liver,N-alpha-Acetyl-L-asparagine,0.0782,no,no,yes,PCK1_N-alpha-Acetyl-L-asparagine,NA,NA,NA,newfound,Normal
Q9D7S9,CHMP5,Charged multivesicular body protein 5 OS=Mus musculus OX=10090 GN=Chmp5 PE=1 SV=1,liver,N-alpha-Acetyl-L-asparagine,0.0335,no,no,no,CHMP5_N-alpha-Acetyl-L-asparagine,NA,NA,NA,newfound,Normal
Q8VCU2,GPLD1,Glycosylphosphatidylinositol specific phospholipase D1 OS=Mus musculus OX=10090 GN=Gpld1 PE=1 SV=1,liver,N-alpha-Acetyl-L-asparagine,0.00265,no,no,no,GPLD1_N-alpha-Acetyl-L-asparagine,NA,NA,NA,newfound,Normal
Q8BJU2,TSPAN9,Tetraspanin-9 OS=Mus musculus OX=10090 GN=Tspan9 PE=1 SV=1,liver,N-alpha-Acetyl-L-asparagine,0.0645,yes,no,no,TSPAN9_N-alpha-Acetyl-L-asparagine,NA,NA,NA,newfound,Normal
Q9JIZ0,CML1,Probable N-acetyltransferase CML1 OS=Mus musculus OX=10090 GN=Cml1 PE=1 SV=1,liver,N-alpha-Acetyl-L-asparagine,0.483637711,no,no,no,CML1_N-alpha-Acetyl-L-asparagine,NA,NA,NA,newfound,Extreme Outlier
P23204,PPARA,Peroxisome proliferator-activated receptor alpha OS=Mus musculus OX=10090 GN=Ppara PE=1 SV=2,liver,Cytidine 5'-monophosphate,-0.0893,yes,no,no,PPARA_Cytidine 5'-monophosphate,NA,NA,NA,newfound,Normal
P51175,PPOX,Protoporphyrinogen oxidase OS=Mus musculus OX=10090 GN=Ppox PE=1 SV=1,liver,Homovanillic acid/DL-p-Hydroxyphenyllactic acid,0.079,no,yes,yes,PPOX_Homovanillic acid/DL-p-Hydroxyphenyllactic acid,NA,NA,NA,newfound,Normal
Q8K2C8,GPAT4,Glycerol-3-phosphate acyltransferase 4 OS=Mus musculus OX=10090 GN=Gpat4 PE=1 SV=1,liver,Homovanillic acid/DL-p-Hydroxyphenyllactic acid,0.128184575,no,no,no,GPAT4_Homovanillic acid/DL-p-Hydroxyphenyllactic acid,NA,NA,NA,newfound,Normal
G3UY52,USP9X,Probable ubiquitin carboxyl-terminal hydrolase FAF-X (Fragment) OS=Mus musculus OX=10090 GN=Usp9x PE=1 SV=1,liver,Homovanillic acid/DL-p-Hydroxyphenyllactic acid,0.139055122,no,no,no,USP9X_Homovanillic acid/DL-p-Hydroxyphenyllactic acid,NA,NA,NA,newfound,Normal
Q3UHX0,NOL8,Nucleolar protein 8 OS=Mus musculus OX=10090 GN=Nol8 PE=1 SV=2,liver,Homovanillic acid/DL-p-Hydroxyphenyllactic acid,-0.201677123,no,no,no,NOL8_Homovanillic acid/DL-p-Hydroxyphenyllactic acid,NA,NA,NA,newfound,Normal
Q9CQT2,RBM7,RNA-binding protein 7 OS=Mus musculus OX=10090 GN=Rbm7 PE=1 SV=1,liver,Homovanillic acid/DL-p-Hydroxyphenyllactic acid,-0.327524177,no,no,no,RBM7_Homovanillic acid/DL-p-Hydroxyphenyllactic acid,NA,NA,NA,newfound,Normal
Q9WTN3,SREBF1,Sterol regulatory element-binding protein 1 OS=Mus musculus OX=10090 GN=Srebf1 PE=1 SV=4,liver,"D-Fructose 1,6-bisphosphate",-0.0192,no,no,no,"SREBF1_D-Fructose 1,6-bisphosphate",NA,NA,NA,newfound,Normal
Q6PD26,PIGS,GPI transamidase component PIG-S OS=Mus musculus OX=10090 GN=Pigs PE=1 SV=3,liver,"D-Fructose 1,6-bisphosphate",-0.258330873,no,no,no,"PIGS_D-Fructose 1,6-bisphosphate",NA,NA,NA,newfound,Normal
Q8VDN2,ATP1A1,Sodium/potassium-transporting ATPase subunit alpha-1 OS=Mus musculus OX=10090 GN=Atp1a1 PE=1 SV=1,liver,"D-Fructose 1,6-bisphosphate",0.5797291,yes,no,yes,"ATP1A1_D-Fructose 1,6-bisphosphate",NA,NA,NA,newfound,Extreme Outlier
Q6PGH2,JPT2,Jupiter microtubule associated homolog 2 OS=Mus musculus OX=10090 GN=Jpt2 PE=1 SV=1,liver,"D-Fructose 1,6-bisphosphate",0.0463,no,no,no,"JPT2_D-Fructose 1,6-bisphosphate",NA,NA,NA,newfound,Normal
O35488,SLC27A2,Very long-chain acyl-CoA synthetase OS=Mus musculus OX=10090 GN=Slc27a2 PE=1 SV=2,liver,"D-Fructose 1,6-bisphosphate",-0.197568948,yes,no,no,"SLC27A2_D-Fructose 1,6-bisphosphate",NA,NA,NA,newfound,Normal
P51660,HSD17B4,Peroxisomal multifunctional enzyme type 2 OS=Mus musculus OX=10090 GN=Hsd17b4 PE=1 SV=3,liver,"D-Fructose 1,6-bisphosphate",-0.644001735,no,yes,yes,"HSD17B4_D-Fructose 1,6-bisphosphate",NA,NA,NA,newfound,Extreme Outlier
Q80Y55,BSDC1,BSD domain-containing protein 1 OS=Mus musculus OX=10090 GN=Bsdc1 PE=1 SV=1,liver,"D-Fructose 1,6-bisphosphate",-0.111235814,no,no,no,"BSDC1_D-Fructose 1,6-bisphosphate",NA,NA,NA,newfound,Normal
A0A1L1SSC7,TTC13,Tetratricopeptide repeat domain 13 OS=Mus musculus OX=10090 GN=Ttc13 PE=1 SV=1,liver,"D-Fructose 1,6-bisphosphate",-0.162077173,no,no,no,"TTC13_D-Fructose 1,6-bisphosphate",NA,NA,NA,newfound,Normal
Q9D826,PIPOX,Peroxisomal sarcosine oxidase OS=Mus musculus OX=10090 GN=Pipox PE=1 SV=1,liver,"D-Fructose 1,6-bisphosphate",-0.0128,no,no,no,"PIPOX_D-Fructose 1,6-bisphosphate",NA,NA,NA,newfound,Normal
Q91ZP3,LPIN1,Phosphatidate phosphatase LPIN1 OS=Mus musculus OX=10090 GN=Lpin1 PE=1 SV=1,liver,"D-Fructose 1,6-bisphosphate",0.0284,no,no,yes,"LPIN1_D-Fructose 1,6-bisphosphate",NA,NA,NA,newfound,Normal
Q5MJS3,FAM20C,Extracellular serine/threonine protein kinase FAM20C OS=Mus musculus OX=10090 GN=Fam20c PE=1 SV=1,liver,"D-Fructose 1,6-bisphosphate",-0.186470218,no,no,no,"FAM20C_D-Fructose 1,6-bisphosphate",NA,NA,NA,newfound,Normal
Q9Z0R9,FADS2,Acyl-CoA 6-desaturase OS=Mus musculus OX=10090 GN=Fads2 PE=1 SV=1,liver,"D-Fructose 1,6-bisphosphate",-0.00477,no,no,no,"FADS2_D-Fructose 1,6-bisphosphate",NA,NA,NA,newfound,Normal
P59326,YTHDF1,YTH domain-containing family protein 1 OS=Mus musculus OX=10090 GN=Ythdf1 PE=1 SV=1,liver,"D-Fructose 1,6-bisphosphate",0.0537,no,no,no,"YTHDF1_D-Fructose 1,6-bisphosphate",NA,NA,NA,newfound,Normal
Q9Z2V4,PCK1,"Phosphoenolpyruvate carboxykinase, cytosolic [GTP] OS=Mus musculus OX=10090 GN=Pck1 PE=1 SV=1",liver,"D-Fructose 1,6-bisphosphate",0.140597567,no,no,yes,"PCK1_D-Fructose 1,6-bisphosphate",NA,NA,NA,newfound,Normal
Q8VDW0,DDX39A,ATP-dependent RNA helicase DDX39A OS=Mus musculus OX=10090 GN=Ddx39a PE=1 SV=1,liver,"D-Fructose 1,6-bisphosphate",0.0203,yes,no,no,"DDX39A_D-Fructose 1,6-bisphosphate",NA,NA,NA,newfound,Normal
P55096,ABCD3,ATP-binding cassette sub-family D member 3 OS=Mus musculus OX=10090 GN=Abcd3 PE=1 SV=2,liver,"D-Fructose 1,6-bisphosphate",-0.0198,yes,yes,no,"ABCD3_D-Fructose 1,6-bisphosphate",NA,NA,NA,newfound,Normal
Q9CQ20,MID1IP1,Mid1-interacting protein 1 OS=Mus musculus OX=10090 GN=Mid1ip1 PE=1 SV=1,liver,"D-Fructose 1,6-bisphosphate",-0.0132,no,no,no,"MID1IP1_D-Fructose 1,6-bisphosphate",NA,NA,NA,newfound,Normal
O35988,SDC4,Syndecan-4 OS=Mus musculus OX=10090 GN=Sdc4 PE=1 SV=1,liver,"D-Fructose 1,6-bisphosphate",0.0911,yes,no,no,"SDC4_D-Fructose 1,6-bisphosphate",NA,NA,NA,newfound,Normal
O88874,CCNK,Cyclin-K OS=Mus musculus OX=10090 GN=Ccnk PE=1 SV=3,liver,"D-Fructose 1,6-bisphosphate",0.154143649,no,no,no,"CCNK_D-Fructose 1,6-bisphosphate",NA,NA,NA,newfound,Normal
Q8C0L9,GPCPD1,Glycerophosphocholine phosphodiesterase GPCPD1 OS=Mus musculus OX=10090 GN=Gpcpd1 PE=1 SV=1,liver,"D-Fructose 1,6-bisphosphate",-0.571916428,no,no,yes,"GPCPD1_D-Fructose 1,6-bisphosphate",NA,NA,NA,newfound,Extreme Outlier
E9Q137,TEX264,Testis-expressed gene 264 OS=Mus musculus OX=10090 GN=Tex264 PE=1 SV=1,liver,"D-Fructose 1,6-bisphosphate",-0.492970942,no,no,no,"TEX264_D-Fructose 1,6-bisphosphate",NA,NA,NA,newfound,Extreme Outlier
Q8JZU6,PXDC1,PX domain-containing protein 1 OS=Mus musculus OX=10090 GN=Pxdc1 PE=2 SV=2,liver,"D-Fructose 1,6-bisphosphate",-0.0233,no,no,no,"PXDC1_D-Fructose 1,6-bisphosphate",NA,NA,NA,newfound,Normal
Q9EPQ7,STARD5,StAR-related lipid transfer protein 5 OS=Mus musculus OX=10090 GN=Stard5 PE=1 SV=2,liver,"D-Fructose 1,6-bisphosphate",-0.16435388,no,no,no,"STARD5_D-Fructose 1,6-bisphosphate",NA,NA,NA,newfound,Normal
Q9DCV3,DGAT2,Diacylglycerol O-acyltransferase 2 OS=Mus musculus OX=10090 GN=Dgat2 PE=1 SV=1,liver,"D-Fructose 1,6-bisphosphate",0.598362367,no,no,yes,"DGAT2_D-Fructose 1,6-bisphosphate",NA,NA,NA,newfound,Extreme Outlier
Q9CWR1,WDR73,WD repeat-containing protein 73 OS=Mus musculus OX=10090 GN=Wdr73 PE=1 SV=1,liver,"D-Fructose 1,6-bisphosphate",-0.180058509,no,no,no,"WDR73_D-Fructose 1,6-bisphosphate",NA,NA,NA,newfound,Normal
Q91XD7,CRELD1,Protein disulfide isomerase Creld1 OS=Mus musculus OX=10090 GN=Creld1 PE=1 SV=1,liver,D-Glucuronic acid,0.179067494,no,no,no,CRELD1_D-Glucuronic acid,NA,NA,NA,newfound,Normal
P58710,GULO,L-gulonolactone oxidase OS=Mus musculus OX=10090 GN=Gulo PE=1 SV=3,liver,D-Glucuronic acid,0.380283313,no,no,yes,GULO_D-Glucuronic acid,NA,NA,NA,newfound,Extreme Outlier
Q99JR1,SFXN1,Sideroflexin-1 OS=Mus musculus OX=10090 GN=Sfxn1 PE=1 SV=3,liver,D-Glucuronic acid,-0.0698,yes,yes,no,SFXN1_D-Glucuronic acid,NA,NA,NA,newfound,Normal
Q9D6R2,IDH3A,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial OS=Mus musculus OX=10090 GN=Idh3a PE=1 SV=1",liver,D-Glucuronic acid,0.0418,no,yes,yes,IDH3A_D-Glucuronic acid,NA,NA,NA,newfound,Normal
O08966,SLC22A1,Solute carrier family 22 member 1 OS=Mus musculus OX=10090 GN=Slc22a1 PE=1 SV=2,liver,D-Glucuronic acid,0.171996643,yes,no,no,SLC22A1_D-Glucuronic acid,NA,NA,NA,newfound,Normal
P17710,HK1,Hexokinase-1 OS=Mus musculus OX=10090 GN=Hk1 PE=1 SV=3,liver,N-Acetyl-L-aspartic acid,0.247718642,no,no,yes,HK1_N-Acetyl-L-aspartic acid,NA,NA,NA,newfound,Normal
P97315,CSRP1,Cysteine and glycine-rich protein 1 OS=Mus musculus OX=10090 GN=Csrp1 PE=1 SV=3,liver,N-Acetyl-L-aspartic acid,0.143074615,no,no,no,CSRP1_N-Acetyl-L-aspartic acid,NA,NA,NA,newfound,Normal
P15331,PRPH,Peripherin OS=Mus musculus OX=10090 GN=Prph PE=1 SV=2,liver,N-Acetyl-L-aspartic acid,0.0142,no,no,no,PRPH_N-Acetyl-L-aspartic acid,NA,NA,NA,newfound,Normal
Q99PT1,ARHGDIA,Rho GDP-dissociation inhibitor 1 OS=Mus musculus OX=10090 GN=Arhgdia PE=1 SV=3,liver,N-Acetyl-L-aspartic acid,0.00818,no,no,no,ARHGDIA_N-Acetyl-L-aspartic acid,NA,NA,NA,newfound,Normal
P62737,ACTA2,"Actin, aortic smooth muscle OS=Mus musculus OX=10090 GN=Acta2 PE=1 SV=1",liver,N-Acetyl-L-aspartic acid,0.0923,no,no,no,ACTA2_N-Acetyl-L-aspartic acid,NA,NA,NA,newfound,Normal
Q9D0K2,OXCT1,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial OS=Mus musculus OX=10090 GN=Oxct1 PE=1 SV=1",liver,N-Acetyl-L-aspartic acid,0.0264,no,yes,yes,OXCT1_N-Acetyl-L-aspartic acid,NA,NA,NA,newfound,Normal
Q04447,CKB,Creatine kinase B-type OS=Mus musculus OX=10090 GN=Ckb PE=1 SV=1,liver,N-Acetyl-L-aspartic acid,0.0111,no,no,yes,CKB_N-Acetyl-L-aspartic acid,NA,NA,NA,newfound,Normal
P12710,FABP1,"Fatty acid-binding protein, liver OS=Mus musculus OX=10090 GN=Fabp1 PE=1 SV=2",liver,N-Acetyl-L-aspartic acid,-0.0239,yes,yes,no,FABP1_N-Acetyl-L-aspartic acid,NA,NA,NA,newfound,Normal
Q8BK03,MIGA2,Mitoguardin 2 OS=Mus musculus OX=10090 GN=Miga2 PE=1 SV=1,liver,N-Acetyl-L-aspartic acid,-0.0735,yes,yes,no,MIGA2_N-Acetyl-L-aspartic acid,NA,NA,NA,newfound,Normal
B7FAU9,FLNA,"Filamin, alpha OS=Mus musculus OX=10090 GN=Flna PE=1 SV=1",liver,N-Acetyl-L-aspartic acid,0.0564,yes,no,no,FLNA_N-Acetyl-L-aspartic acid,NA,NA,NA,newfound,Normal
Q8VC30,TKFC,Triokinase/FMN cyclase OS=Mus musculus OX=10090 GN=Tkfc PE=1 SV=1,liver,Hypoxanthine,-0.0295,no,no,no,TKFC_Hypoxanthine,NA,NA,NA,newfound,Normal
Q00519,XDH,Xanthine dehydrogenase/oxidase OS=Mus musculus OX=10090 GN=Xdh PE=1 SV=5,liver,Hypoxanthine,-0.359371239,no,no,yes,XDH_Hypoxanthine,RHEA:24670,R-HSA-74259;R-MMU-74259,NA,established,Extreme Outlier
Q08091,CNN1,Calponin-1 OS=Mus musculus OX=10090 GN=Cnn1 PE=1 SV=1,liver,Hypoxanthine,0.0474,no,no,no,CNN1_Hypoxanthine,NA,NA,NA,newfound,Normal
P47877,IGFBP2,Insulin-like growth factor-binding protein 2 OS=Mus musculus OX=10090 GN=Igfbp2 PE=2 SV=2,liver,Hypoxanthine,0.179378213,no,no,no,IGFBP2_Hypoxanthine,NA,NA,NA,newfound,Normal
O35344,KPNA3,Importin subunit alpha-4 OS=Mus musculus OX=10090 GN=Kpna3 PE=1 SV=1,liver,Hypoxanthine,-0.427601389,yes,no,no,KPNA3_Hypoxanthine,NA,NA,NA,newfound,Extreme Outlier
Q9D6M3,SLC25A22,Mitochondrial glutamate carrier 1 OS=Mus musculus OX=10090 GN=Slc25a22 PE=1 SV=1,liver,Hypoxanthine,0.00114,yes,yes,no,SLC25A22_Hypoxanthine,NA,NA,NA,newfound,Normal
P42859,HTT,Huntingtin OS=Mus musculus OX=10090 GN=Htt PE=1 SV=2,liver,GABA,-0.0847,yes,no,no,HTT_GABA,NA,NA,NA,newfound,Normal
Q9ESJ4,NCKIPSD,NCK-interacting protein with SH3 domain OS=Mus musculus OX=10090 GN=Nckipsd PE=1 SV=2,liver,GABA,0.0427,no,no,no,NCKIPSD_GABA,NA,NA,NA,newfound,Normal
Q9JK42,PDK2,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial OS=Mus musculus OX=10090 GN=Pdk2 PE=1 SV=2",liver,GABA,0.0123,no,yes,yes,PDK2_GABA,NA,NA,NA,newfound,Normal
E9PXF8,SBF2,Myotubularin-related protein 13 OS=Mus musculus OX=10090 GN=Sbf2 PE=1 SV=1,liver,GABA,0.00821,no,no,no,SBF2_GABA,NA,NA,NA,newfound,Normal
Q9CZR2,NAALAD2,N-acetylated-alpha-linked acidic dipeptidase 2 OS=Mus musculus OX=10090 GN=Naalad2 PE=1 SV=2,liver,GABA,0.0413,no,no,no,NAALAD2_GABA,NA,NA,NA,newfound,Normal
P70170-2,ABCC9,Isoform SUR2B of ATP-binding cassette sub-family C member 9 OS=Mus musculus OX=10090 GN=Abcc9,liver,GABA,0.0485,yes,no,no,ABCC9_GABA,NA,NA,NA,newfound,Normal
Q80TL7-2,MON2,Isoform 2 of Protein MON2 homolog OS=Mus musculus OX=10090 GN=Mon2,liver,GABA,0.039,no,no,no,MON2_GABA,NA,NA,NA,newfound,Normal
Q9D7E3,OVCA2,Esterase OVCA2 OS=Mus musculus OX=10090 GN=Ovca2 PE=1 SV=1,liver,GABA,-0.0771,no,no,no,OVCA2_GABA,NA,NA,NA,newfound,Normal
P51880,FABP7,"Fatty acid-binding protein, brain OS=Mus musculus OX=10090 GN=Fabp7 PE=1 SV=2",liver,GABA,0.0331,no,no,no,FABP7_GABA,NA,NA,NA,newfound,Normal
Q3V3R4,ITGA1,Integrin alpha-1 OS=Mus musculus OX=10090 GN=Itga1 PE=1 SV=2,liver,GABA,0.0348,yes,no,no,ITGA1_GABA,NA,NA,NA,newfound,Normal
Q91XE8,TMEM205,Transmembrane protein 205 OS=Mus musculus OX=10090 GN=Tmem205 PE=1 SV=1,liver,GABA,0.214860731,yes,yes,no,TMEM205_GABA,NA,NA,NA,newfound,Normal
P37040,POR,NADPH--cytochrome P450 reductase OS=Mus musculus OX=10090 GN=Por PE=1 SV=2,liver,GABA,0.0902,no,no,no,POR_GABA,NA,NA,NA,newfound,Normal
Q99M71,EPDR1,Mammalian ependymin-related protein 1 OS=Mus musculus OX=10090 GN=Epdr1 PE=1 SV=1,liver,GABA,0.00159,no,no,no,EPDR1_GABA,NA,NA,NA,newfound,Normal
P81122,IRS2,Insulin receptor substrate 2 OS=Mus musculus OX=10090 GN=Irs2 PE=1 SV=2,liver,GABA,0.0426,no,no,no,IRS2_GABA,NA,NA,NA,newfound,Normal
Q3U3J1,BCKDHA,2-oxoisovalerate dehydrogenase subunit alpha OS=Mus musculus OX=10090 GN=Bckdha PE=1 SV=1,liver,GABA,-0.108760624,no,yes,yes,BCKDHA_GABA,NA,NA,NA,newfound,Normal
O55028,BCKDK,"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial OS=Mus musculus OX=10090 GN=Bckdk PE=1 SV=1",liver,GABA,0.0653,no,yes,yes,BCKDK_GABA,NA,NA,NA,newfound,Normal
O35900,LSM2,U6 snRNA-associated Sm-like protein LSm2 OS=Mus musculus OX=10090 GN=Lsm2 PE=1 SV=1,liver,GABA,0.0325,no,no,no,LSM2_GABA,NA,NA,NA,newfound,Normal
P11859,AGT,Angiotensinogen OS=Mus musculus OX=10090 GN=Agt PE=1 SV=1,liver,GABA,0.0422,no,no,no,AGT_GABA,NA,NA,NA,newfound,Normal
Q923E4,SIRT1,NAD-dependent protein deacetylase sirtuin-1 OS=Mus musculus OX=10090 GN=Sirt1 PE=1 SV=2,liver,2'-Deoxyuridine,0.0158,no,no,yes,SIRT1_2'-Deoxyuridine,NA,NA,NA,newfound,Normal
P43277,H1-3,Histone H1.3 OS=Mus musculus OX=10090 GN=H1-3 PE=1 SV=2,liver,2'-Deoxyuridine,0.0819,no,no,no,H1-3_2'-Deoxyuridine,NA,NA,NA,newfound,Normal
P46460,NSF,Vesicle-fusing ATPase OS=Mus musculus OX=10090 GN=Nsf PE=1 SV=2,liver,2'-Deoxyuridine,0.476120703,yes,no,no,NSF_2'-Deoxyuridine,NA,NA,NA,newfound,Extreme Outlier
A6H611,MIPEP,Mitochondrial intermediate peptidase OS=Mus musculus OX=10090 GN=Mipep PE=1 SV=1,liver,2'-Deoxyuridine,-0.0806,no,yes,no,MIPEP_2'-Deoxyuridine,NA,NA,NA,newfound,Normal
Q8CGK3,LONP1,"Lon protease homolog, mitochondrial OS=Mus musculus OX=10090 GN=Lonp1 PE=1 SV=2",liver,2'-Deoxyuridine,-0.226495189,no,yes,no,LONP1_2'-Deoxyuridine,NA,NA,NA,newfound,Normal
Q99N42,TYMP,Thymidine phosphorylase OS=Mus musculus OX=10090 GN=Tymp PE=2 SV=1,liver,2'-Deoxyuridine,-1.002141678,no,no,yes,TYMP_2'-Deoxyuridine,NA,R-HSA-73614;R-MMU-73614,NA,established,Extreme Outlier
Q3UMB5,SMCR8,Guanine nucleotide exchange protein SMCR8 OS=Mus musculus OX=10090 GN=Smcr8 PE=1 SV=2,liver,2'-Deoxyuridine,0.103815986,no,no,no,SMCR8_2'-Deoxyuridine,NA,NA,NA,newfound,Normal
Q61214,DYRK1A,Dual specificity tyrosine-phosphorylation-regulated kinase 1A OS=Mus musculus OX=10090 GN=Dyrk1a PE=1 SV=1,liver,2'-Deoxyuridine,0.0434,no,no,no,DYRK1A_2'-Deoxyuridine,NA,NA,NA,newfound,Normal
P70280,VAMP7,Vesicle-associated membrane protein 7 OS=Mus musculus OX=10090 GN=Vamp7 PE=1 SV=1,liver,2'-Deoxyuridine,0.554833373,no,no,no,VAMP7_2'-Deoxyuridine,NA,NA,NA,newfound,Extreme Outlier
Q8CCH2,NHLRC3,NHL repeat-containing protein 3 OS=Mus musculus OX=10090 GN=Nhlrc3 PE=1 SV=1,liver,2'-Deoxyuridine,0.0936,no,no,no,NHLRC3_2'-Deoxyuridine,NA,NA,NA,newfound,Normal
Q69ZA1,CDK13,Cyclin-dependent kinase 13 OS=Mus musculus OX=10090 GN=Cdk13 PE=1 SV=3,liver,2'-Deoxyuridine,0.128501273,no,no,no,CDK13_2'-Deoxyuridine,NA,NA,NA,newfound,Normal
P17439,GBA,Lysosomal acid glucosylceramidase OS=Mus musculus OX=10090 GN=Gba PE=1 SV=1,liver,2'-Deoxyuridine,4.01e-4,no,no,yes,GBA_2'-Deoxyuridine,NA,NA,NA,newfound,Normal
Q9CWZ3,RBM8A,RNA-binding protein 8A OS=Mus musculus OX=10090 GN=Rbm8a PE=1 SV=4,liver,2'-Deoxyuridine,0.332483728,yes,no,no,RBM8A_2'-Deoxyuridine,NA,NA,NA,newfound,Extreme Outlier
D3YWX2,YLPM1,YLP motif-containing protein 1 OS=Mus musculus OX=10090 GN=Ylpm1 PE=1 SV=2,liver,Uric acid,-0.155180597,no,no,no,YLPM1_Uric acid,NA,NA,NA,newfound,Normal
Q62245,SOS1,Son of sevenless homolog 1 OS=Mus musculus OX=10090 GN=Sos1 PE=1 SV=2,liver,Uric acid,-0.0295,no,no,no,SOS1_Uric acid,NA,NA,NA,newfound,Normal
Q08091,CNN1,Calponin-1 OS=Mus musculus OX=10090 GN=Cnn1 PE=1 SV=1,liver,Uric acid,0.0207,no,no,no,CNN1_Uric acid,NA,NA,NA,newfound,Normal
Q99KK7,DPP3,Dipeptidyl peptidase 3 OS=Mus musculus OX=10090 GN=Dpp3 PE=1 SV=2,liver,N-Acetyl-L-phenylalanine,-0.0998,no,no,no,DPP3_N-Acetyl-L-phenylalanine,NA,NA,NA,newfound,Normal
Q9JIZ0,CML1,Probable N-acetyltransferase CML1 OS=Mus musculus OX=10090 GN=Cml1 PE=1 SV=1,liver,N-Acetyl-L-phenylalanine,0.93345806,no,no,no,CML1_N-Acetyl-L-phenylalanine,NA,NA,NA,newfound,Extreme Outlier
Q91XE4,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming) OS=Mus musculus OX=10090 GN=Acy3 PE=1 SV=1,liver,N-Acetyl-L-phenylalanine,-0.49892517,no,no,no,ACY3_N-Acetyl-L-phenylalanine,NA,NA,NA,newfound,Extreme Outlier
Q922D8,MTHFD1,"C-1-tetrahydrofolate synthase, cytoplasmic OS=Mus musculus OX=10090 GN=Mthfd1 PE=1 SV=4",liver,Dihydrobiopterin,0.072,no,no,yes,MTHFD1_Dihydrobiopterin,NA,NA,NA,newfound,Normal
P16331,PAH,Phenylalanine-4-hydroxylase OS=Mus musculus OX=10090 GN=Pah PE=1 SV=4,liver,Dihydrobiopterin,0.224520902,no,no,yes,PAH_Dihydrobiopterin,NA,NA,NA,newfound,Normal
P21107,TPM3,Tropomyosin alpha-3 chain OS=Mus musculus OX=10090 GN=Tpm3 PE=1 SV=3,liver,L-Asparagine,3.54e-5,no,no,no,TPM3_L-Asparagine,NA,NA,NA,newfound,Normal
Q3URD3,SLMAP,Sarcolemmal membrane-associated protein OS=Mus musculus OX=10090 GN=Slmap PE=1 SV=2,liver,L-Asparagine,0.101905999,no,no,no,SLMAP_L-Asparagine,NA,NA,NA,newfound,Normal
Q64FW2,RETSAT,"All-trans-retinol 13,14-reductase OS=Mus musculus OX=10090 GN=Retsat PE=1 SV=3",liver,L-Asparagine,-0.0182,no,no,no,RETSAT_L-Asparagine,NA,NA,NA,newfound,Normal
Q6PDN3,MYLK,"Myosin light chain kinase, smooth muscle OS=Mus musculus OX=10090 GN=Mylk PE=1 SV=3",liver,L-Asparagine,0.0395,no,no,no,MYLK_L-Asparagine,NA,NA,NA,newfound,Normal
