Uniprot.accession,Gene.symbol,Description,tissue,Variable,Value,transporter,mito,meta,edge,rhea,reactome,TCDB,edge_type,Outlier
A3KG59,PM20D2,Peptidase M20 domain-containing protein 2 OS=Mus musculus OX=10090 GN=Pm20d2 PE=1 SV=1,bat,"2,5-Dimethylpyrazine",0.06,no,no,no,"PM20D2_2,5-Dimethylpyrazine",NA,NA,NA,newfound,Normal
Q9CYU6,DPH7,Diphthine methyltransferase OS=Mus musculus OX=10090 GN=Dph7 PE=2 SV=1,bat,"2,5-Dimethylpyrazine",0.143895075,no,no,no,"DPH7_2,5-Dimethylpyrazine",NA,NA,NA,newfound,Normal
P50427,STS,Steryl-sulfatase OS=Mus musculus OX=10090 GN=Sts PE=1 SV=1,bat,"2,5-Dimethylpyrazine",0.124269474,no,no,yes,"STS_2,5-Dimethylpyrazine",NA,NA,NA,newfound,Normal
P20152,VIM,Vimentin OS=Mus musculus OX=10090 GN=Vim PE=1 SV=3,bat,"2,5-Dimethylpyrazine",-0.0503,no,no,no,"VIM_2,5-Dimethylpyrazine",NA,NA,NA,newfound,Normal
P11087,COL1A1,Collagen alpha-1(I) chain OS=Mus musculus OX=10090 GN=Col1a1 PE=1 SV=4,bat,"2,5-Dimethylpyrazine",-0.0107,no,no,no,"COL1A1_2,5-Dimethylpyrazine",NA,NA,NA,newfound,Normal
P63321,RALA,Ras-related protein Ral-A OS=Mus musculus OX=10090 GN=Rala PE=1 SV=1,bat,"2,5-Dimethylpyrazine",-0.138286551,no,no,no,"RALA_2,5-Dimethylpyrazine",NA,NA,NA,newfound,Normal
Q9D6K8,FUNDC2,FUN14 domain-containing protein 2 OS=Mus musculus OX=10090 GN=Fundc2 PE=1 SV=1,bat,"2,5-Dimethylpyrazine",-0.111574313,no,yes,no,"FUNDC2_2,5-Dimethylpyrazine",NA,NA,NA,newfound,Normal
E9PUQ8,DGKD,Diacylglycerol kinase OS=Mus musculus OX=10090 GN=Dgkd PE=1 SV=1,bat,"2,5-Dimethylpyrazine",-0.0768,no,no,yes,"DGKD_2,5-Dimethylpyrazine",NA,NA,NA,newfound,Normal
I7HPW4,GPRC5C,"G protein-coupled receptor, family C, group 5, member C OS=Mus musculus OX=10090 GN=Gprc5c PE=1 SV=1",bat,"2,5-Dimethylpyrazine",0.0222,yes,no,no,"GPRC5C_2,5-Dimethylpyrazine",NA,NA,NA,newfound,Normal
Q3UV55,NR1D1,Nuclear receptor subfamily 1 group D member 1 OS=Mus musculus OX=10090 GN=Nr1d1 PE=1 SV=1,bat,"2,5-Dimethylpyrazine",0.037,no,no,no,"NR1D1_2,5-Dimethylpyrazine",NA,NA,NA,newfound,Normal
S4R1W5,RBM6,RNA-binding motif protein 6 OS=Mus musculus OX=10090 GN=Rbm6 PE=1 SV=1,bat,"2,5-Dimethylpyrazine",0.0963,no,no,no,"RBM6_2,5-Dimethylpyrazine",NA,NA,NA,newfound,Normal
F6WL90,SP100,Nuclear autoantigen Sp-100 (Fragment) OS=Mus musculus OX=10090 GN=Sp100 PE=1 SV=1,bat,"2,5-Dimethylpyrazine",0.00395,no,no,no,"SP100_2,5-Dimethylpyrazine",NA,NA,NA,newfound,Normal
Q6PFQ7,RASA4,Ras GTPase-activating protein 4 OS=Mus musculus OX=10090 GN=Rasa4 PE=1 SV=1,bat,"2,5-Dimethylpyrazine",0.0391,no,no,no,"RASA4_2,5-Dimethylpyrazine",NA,NA,NA,newfound,Normal
Q9D110,MTHFS,5-formyltetrahydrofolate cyclo-ligase OS=Mus musculus OX=10090 GN=Mthfs PE=2 SV=2,bat,"2,5-Dimethylpyrazine",-0.0205,no,yes,yes,"MTHFS_2,5-Dimethylpyrazine",NA,NA,NA,newfound,Normal
Q924Z4,CERS2,Ceramide synthase 2 OS=Mus musculus OX=10090 GN=Cers2 PE=1 SV=1,bat,"2,5-Dimethylpyrazine",-0.122767432,no,no,yes,"CERS2_2,5-Dimethylpyrazine",NA,NA,NA,newfound,Normal
Q8K274,FN3KRP,Ketosamine-3-kinase OS=Mus musculus OX=10090 GN=Fn3krp PE=1 SV=2,bat,"2,5-Dimethylpyrazine",-0.0109,no,no,no,"FN3KRP_2,5-Dimethylpyrazine",NA,NA,NA,newfound,Normal
Q60866,PTER,Phosphotriesterase-related protein OS=Mus musculus OX=10090 GN=Pter PE=1 SV=1,bat,"2,5-Dimethylpyrazine",-0.0629,no,no,no,"PTER_2,5-Dimethylpyrazine",NA,NA,NA,newfound,Normal
Q8CHS8,VPS37A,Vacuolar protein sorting-associated protein 37A OS=Mus musculus OX=10090 GN=Vps37a PE=1 SV=1,bat,"2,5-Dimethylpyrazine",-0.131595495,no,no,no,"VPS37A_2,5-Dimethylpyrazine",NA,NA,NA,newfound,Normal
P35700,PRDX1,Peroxiredoxin-1 OS=Mus musculus OX=10090 GN=Prdx1 PE=1 SV=1,bat,2'-Deoxycytidine,-0.0203,no,no,yes,PRDX1_2'-Deoxycytidine,NA,NA,NA,newfound,Normal
Q9Z0L8,GGH,Gamma-glutamyl hydrolase OS=Mus musculus OX=10090 GN=Ggh PE=1 SV=2,bat,2'-Deoxycytidine,0.185125116,no,no,no,GGH_2'-Deoxycytidine,NA,NA,NA,newfound,Normal
Q921G6,LRCH4,Leucine-rich repeat and calponin homology domain-containing protein 4 OS=Mus musculus OX=10090 GN=Lrch4 PE=1 SV=1,bat,2'-Deoxyuridine,-0.0566,no,no,no,LRCH4_2'-Deoxyuridine,NA,NA,NA,newfound,Normal
P70180,NPR3,Atrial natriuretic peptide receptor 3 OS=Mus musculus OX=10090 GN=Npr3 PE=1 SV=3,bat,2'-Deoxyuridine,-0.082,no,no,no,NPR3_2'-Deoxyuridine,NA,NA,NA,newfound,Normal
Q5SSW2,PSME4,Proteasome activator complex subunit 4 OS=Mus musculus OX=10090 GN=Psme4 PE=1 SV=1,bat,2'-Deoxyuridine,-0.241707242,no,no,no,PSME4_2'-Deoxyuridine,NA,NA,NA,newfound,Normal
P70296,PEBP1,Phosphatidylethanolamine-binding protein 1 OS=Mus musculus OX=10090 GN=Pebp1 PE=1 SV=3,bat,2'-Deoxyuridine,-0.021,no,no,no,PEBP1_2'-Deoxyuridine,NA,NA,NA,newfound,Normal
Q9JJH1,RNASE4,Ribonuclease 4 OS=Mus musculus OX=10090 GN=Rnase4 PE=1 SV=1,bat,2'-Deoxyuridine,0.206115708,no,no,no,RNASE4_2'-Deoxyuridine,NA,NA,NA,newfound,Normal
P33622,APOC3,Apolipoprotein C-III OS=Mus musculus OX=10090 GN=Apoc3 PE=1 SV=2,bat,2'-Deoxyuridine,-0.0707,no,no,no,APOC3_2'-Deoxyuridine,NA,NA,NA,newfound,Normal
Q04735,CDK16,Cyclin-dependent kinase 16 OS=Mus musculus OX=10090 GN=Cdk16 PE=1 SV=1,bat,3-Hydroxy-3-methylglutaric acid,-0.0545,no,no,no,CDK16_3-Hydroxy-3-methylglutaric acid,NA,NA,NA,newfound,Normal
Q91XY4,PCDHGA4,Protocadherin gamma-A4 OS=Mus musculus OX=10090 GN=Pcdhga4 PE=1 SV=1,bat,3-Hydroxy-3-methylglutaric acid,-0.0372,no,no,no,PCDHGA4_3-Hydroxy-3-methylglutaric acid,NA,NA,NA,newfound,Normal
P16330,CNP,"2',3'-cyclic-nucleotide 3'-phosphodiesterase OS=Mus musculus OX=10090 GN=Cnp PE=1 SV=3",bat,3-Hydroxy-3-methylglutaric acid,0.192988089,no,no,no,CNP_3-Hydroxy-3-methylglutaric acid,NA,NA,NA,newfound,Normal
Q06335,APLP2,Amyloid-like protein 2 OS=Mus musculus OX=10090 GN=Aplp2 PE=1 SV=4,bat,3-Hydroxy-3-methylglutaric acid,-0.193216432,no,no,no,APLP2_3-Hydroxy-3-methylglutaric acid,NA,NA,NA,newfound,Normal
Q08AT1,RASL12,Ras-like protein family member 12 OS=Mus musculus OX=10090 GN=Rasl12 PE=2 SV=1,bat,3-Hydroxy-3-methylglutaric acid,-0.0452,no,no,no,RASL12_3-Hydroxy-3-methylglutaric acid,NA,NA,NA,newfound,Normal
Q9R061,NUBP2,Cytosolic Fe-S cluster assembly factor NUBP2 OS=Mus musculus OX=10090 GN=Nubp2 PE=1 SV=1,bat,3-Hydroxy-3-methylglutaric acid,-0.0663,no,no,no,NUBP2_3-Hydroxy-3-methylglutaric acid,NA,NA,NA,newfound,Normal
Q9CYQ7,NARF,Nuclear prelamin A recognition factor OS=Mus musculus OX=10090 GN=Narf PE=2 SV=1,bat,3-Hydroxy-3-methylglutaric acid,0.0136,no,no,no,NARF_3-Hydroxy-3-methylglutaric acid,NA,NA,NA,newfound,Normal
Q8BV13,COPS7B,COP9 signalosome complex subunit 7b OS=Mus musculus OX=10090 GN=Cops7b PE=1 SV=1,bat,3-Hydroxy-3-methylglutaric acid,-0.101933688,no,no,no,COPS7B_3-Hydroxy-3-methylglutaric acid,NA,NA,NA,newfound,Normal
Q9QYB2,DACH1,Dachshund homolog 1 OS=Mus musculus OX=10090 GN=Dach1 PE=1 SV=1,bat,3-Hydroxy-3-methylglutaric acid,-0.0197,no,no,no,DACH1_3-Hydroxy-3-methylglutaric acid,NA,NA,NA,newfound,Normal
P25233,NDN,Necdin OS=Mus musculus OX=10090 GN=Ndn PE=1 SV=1,bat,3-Hydroxy-3-methylglutaric acid,-0.0276,no,no,no,NDN_3-Hydroxy-3-methylglutaric acid,NA,NA,NA,newfound,Normal
Q9R0P9,UCHL1,Ubiquitin carboxyl-terminal hydrolase isozyme L1 OS=Mus musculus OX=10090 GN=Uchl1 PE=1 SV=1,bat,3-Hydroxy-3-methylglutaric acid,0.0547,no,no,no,UCHL1_3-Hydroxy-3-methylglutaric acid,NA,NA,NA,newfound,Normal
Q543V3,IRS1,Insulin receptor substrate 1 OS=Mus musculus OX=10090 GN=Irs1 PE=1 SV=1,bat,3-Mercaptopyruvate,0.013,no,no,no,IRS1_3-Mercaptopyruvate,NA,NA,NA,newfound,Normal
Q00493,CPE,Carboxypeptidase E OS=Mus musculus OX=10090 GN=Cpe PE=1 SV=2,bat,3-Mercaptopyruvate,0.0189,no,no,no,CPE_3-Mercaptopyruvate,NA,NA,NA,newfound,Normal
E9PXG4,FNDC1,Fibronectin type III domain-containing 1 (Fragment) OS=Mus musculus OX=10090 GN=Fndc1 PE=4 SV=1,bat,3-Mercaptopyruvate,0.00985,no,no,no,FNDC1_3-Mercaptopyruvate,NA,NA,NA,newfound,Normal
P17710,HK1,Hexokinase-1 OS=Mus musculus OX=10090 GN=Hk1 PE=1 SV=3,bat,3-Mercaptopyruvate,-0.00914,no,no,yes,HK1_3-Mercaptopyruvate,NA,NA,NA,newfound,Normal
Q80TB8,VAT1L,Synaptic vesicle membrane protein VAT-1 homolog-like OS=Mus musculus OX=10090 GN=Vat1l PE=1 SV=2,bat,3-Mercaptopyruvate,0.0355,no,no,no,VAT1L_3-Mercaptopyruvate,NA,NA,NA,newfound,Normal
Q9JJ28,FLII,Protein flightless-1 homolog OS=Mus musculus OX=10090 GN=Flii PE=1 SV=1,bat,3-Mercaptopyruvate,-0.0563,no,no,no,FLII_3-Mercaptopyruvate,NA,NA,NA,newfound,Normal
Q7M759,ABHD17B,Alpha/beta hydrolase domain-containing protein 17B OS=Mus musculus OX=10090 GN=Abhd17b PE=1 SV=1,bat,3-Mercaptopyruvate,-0.0794,no,no,yes,ABHD17B_3-Mercaptopyruvate,NA,NA,NA,newfound,Normal
Q921C5-2,BICD2,Isoform 2 of Protein bicaudal D homolog 2 OS=Mus musculus OX=10090 GN=Bicd2,bat,3-Mercaptopyruvate,-0.300857234,no,no,no,BICD2_3-Mercaptopyruvate,NA,NA,NA,newfound,Normal
Q8BR07-4,BICD1,Isoform 4 of Protein bicaudal D homolog 1 OS=Mus musculus OX=10090 GN=Bicd1,bat,3-Mercaptopyruvate,-0.017,no,no,no,BICD1_3-Mercaptopyruvate,NA,NA,NA,newfound,Normal
O35711-4,PPFIBP2,Isoform 4 of Liprin-beta-2 OS=Mus musculus OX=10090 GN=Ppfibp2,bat,3-Mercaptopyruvate,0.0752,no,no,no,PPFIBP2_3-Mercaptopyruvate,NA,NA,NA,newfound,Normal
Q91VX2,UBAP2,Ubiquitin-associated protein 2 OS=Mus musculus OX=10090 GN=Ubap2 PE=1 SV=1,bat,3-Mercaptopyruvate,-0.128476874,no,no,no,UBAP2_3-Mercaptopyruvate,NA,NA,NA,newfound,Normal
Q9D8S4,REXO2,"Oligoribonuclease, mitochondrial OS=Mus musculus OX=10090 GN=Rexo2 PE=1 SV=2",bat,3-Mercaptopyruvate,-0.0733,no,yes,yes,REXO2_3-Mercaptopyruvate,NA,NA,NA,newfound,Normal
Q99LE6,ABCF2,ATP-binding cassette sub-family F member 2 OS=Mus musculus OX=10090 GN=Abcf2 PE=1 SV=1,bat,3-Mercaptopyruvate,-0.0355,yes,no,no,ABCF2_3-Mercaptopyruvate,NA,NA,NA,newfound,Normal
O70325-3,GPX4,Isoform Nuclear of Phospholipid hydroperoxide glutathione peroxidase OS=Mus musculus OX=10090 GN=Gpx4,bat,3-Mercaptopyruvate,-0.0121,no,yes,yes,GPX4_3-Mercaptopyruvate,NA,NA,NA,newfound,Normal
P03953,CFD,Complement factor D OS=Mus musculus OX=10090 GN=Cfd PE=1 SV=1,bat,3-Mercaptopyruvate,0.0401,no,no,no,CFD_3-Mercaptopyruvate,NA,NA,NA,newfound,Normal
P41438,SLC19A1,Reduced folate transporter OS=Mus musculus OX=10090 GN=Slc19a1 PE=1 SV=1,bat,3-Mercaptopyruvate,-0.00679,yes,no,no,SLC19A1_3-Mercaptopyruvate,NA,NA,NA,newfound,Normal
Q8K353,CYSTM1,Cysteine-rich and transmembrane domain-containing protein 1 OS=Mus musculus OX=10090 GN=Cystm1 PE=1 SV=1,bat,3-Mercaptopyruvate,-0.0101,no,no,no,CYSTM1_3-Mercaptopyruvate,NA,NA,NA,newfound,Normal
A3KG59,PM20D2,Peptidase M20 domain-containing protein 2 OS=Mus musculus OX=10090 GN=Pm20d2 PE=1 SV=1,bat,3-Methylhistamine,0.0237,no,no,no,PM20D2_3-Methylhistamine,NA,NA,NA,newfound,Normal
P50427,STS,Steryl-sulfatase OS=Mus musculus OX=10090 GN=Sts PE=1 SV=1,bat,3-Methylhistamine,0.0245,no,no,yes,STS_3-Methylhistamine,NA,NA,NA,newfound,Normal
P63321,RALA,Ras-related protein Ral-A OS=Mus musculus OX=10090 GN=Rala PE=1 SV=1,bat,3-Methylhistamine,-0.15438816,no,no,no,RALA_3-Methylhistamine,NA,NA,NA,newfound,Normal
E9PUQ8,DGKD,Diacylglycerol kinase OS=Mus musculus OX=10090 GN=Dgkd PE=1 SV=1,bat,3-Methylhistamine,-0.108289203,no,no,yes,DGKD_3-Methylhistamine,NA,NA,NA,newfound,Normal
Q9D110,MTHFS,5-formyltetrahydrofolate cyclo-ligase OS=Mus musculus OX=10090 GN=Mthfs PE=2 SV=2,bat,3-Methylhistamine,-5.33e-4,no,yes,yes,MTHFS_3-Methylhistamine,NA,NA,NA,newfound,Normal
Q9WV54,ASAH1,Acid ceramidase OS=Mus musculus OX=10090 GN=Asah1 PE=1 SV=1,bat,3-Methylhistamine,0.0294,no,no,yes,ASAH1_3-Methylhistamine,NA,NA,NA,newfound,Normal
Q9JJH1,RNASE4,Ribonuclease 4 OS=Mus musculus OX=10090 GN=Rnase4 PE=1 SV=1,bat,3-Methylhistamine,0.00828,no,no,no,RNASE4_3-Methylhistamine,NA,NA,NA,newfound,Normal
Q8CHS8,VPS37A,Vacuolar protein sorting-associated protein 37A OS=Mus musculus OX=10090 GN=Vps37a PE=1 SV=1,bat,3-Methylhistamine,-0.267214093,no,no,no,VPS37A_3-Methylhistamine,NA,NA,NA,newfound,Normal
Q9D0R2,TARS1,"Threonine--tRNA ligase 1, cytoplasmic OS=Mus musculus OX=10090 GN=Tars1 PE=1 SV=2",bat,3-Ureidopropionic acid,-0.0711,no,no,no,TARS1_3-Ureidopropionic acid,NA,NA,NA,newfound,Normal
Q921G6,LRCH4,Leucine-rich repeat and calponin homology domain-containing protein 4 OS=Mus musculus OX=10090 GN=Lrch4 PE=1 SV=1,bat,3-Ureidopropionic acid,-0.0159,no,no,no,LRCH4_3-Ureidopropionic acid,NA,NA,NA,newfound,Normal
Q810U5,CCDC50,Coiled-coil domain-containing protein 50 OS=Mus musculus OX=10090 GN=Ccdc50 PE=1 SV=1,bat,3-Ureidopropionic acid,-0.0635,no,no,no,CCDC50_3-Ureidopropionic acid,NA,NA,NA,newfound,Normal
Q8BH64,EHD2,EH domain-containing protein 2 OS=Mus musculus OX=10090 GN=Ehd2 PE=1 SV=1,bat,3-Ureidopropionic acid,-0.0911,no,no,no,EHD2_3-Ureidopropionic acid,NA,NA,NA,newfound,Normal
P07356,ANXA2,Annexin A2 OS=Mus musculus OX=10090 GN=Anxa2 PE=1 SV=2,bat,3-Ureidopropionic acid,-0.163473649,yes,no,no,ANXA2_3-Ureidopropionic acid,NA,NA,NA,newfound,Normal
O70318,EPB41L2,Band 4.1-like protein 2 OS=Mus musculus OX=10090 GN=Epb41l2 PE=1 SV=2,bat,3-Ureidopropionic acid,-0.0198,no,no,no,EPB41L2_3-Ureidopropionic acid,NA,NA,NA,newfound,Normal
Q8BJD1,ITIH5,Inter-alpha-trypsin inhibitor heavy chain H5 OS=Mus musculus OX=10090 GN=Itih5 PE=1 SV=1,bat,3-Ureidopropionic acid,-0.025,no,no,no,ITIH5_3-Ureidopropionic acid,NA,NA,NA,newfound,Normal
Q9EPK2-2,RP2,Isoform 2 of Protein XRP2 OS=Mus musculus OX=10090 GN=Rp2,bat,3-Ureidopropionic acid,-0.00109,no,no,no,RP2_3-Ureidopropionic acid,NA,NA,NA,newfound,Normal
G3X9J0,SIPA1L3,Signal-induced proliferation-associated 1-like protein 3 OS=Mus musculus OX=10090 GN=Sipa1l3 PE=1 SV=1,bat,3-Ureidopropionic acid,-0.00324,no,no,no,SIPA1L3_3-Ureidopropionic acid,NA,NA,NA,newfound,Normal
Q4LDD4,ARAP1,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1 OS=Mus musculus OX=10090 GN=Arap1 PE=1 SV=2",bat,3-Ureidopropionic acid,-0.0517,no,no,no,ARAP1_3-Ureidopropionic acid,NA,NA,NA,newfound,Normal
P50114,S100B,Protein S100-B OS=Mus musculus OX=10090 GN=S100b PE=1 SV=2,bat,3-Ureidopropionic acid,-0.0142,yes,no,no,S100B_3-Ureidopropionic acid,NA,NA,NA,newfound,Normal
Q8K0T4,KATNAL1,Katanin p60 ATPase-containing subunit A-like 1 OS=Mus musculus OX=10090 GN=Katnal1 PE=1 SV=1,bat,3-Ureidopropionic acid,-0.0447,no,no,no,KATNAL1_3-Ureidopropionic acid,NA,NA,NA,newfound,Normal
Q9JM14,NT5C,"5'(3')-deoxyribonucleotidase, cytosolic type OS=Mus musculus OX=10090 GN=Nt5c PE=1 SV=1",bat,3-Ureidopropionic acid,-0.0412,no,no,yes,NT5C_3-Ureidopropionic acid,NA,NA,NA,newfound,Normal
Q99LJ7,RCBTB2,RCC1 and BTB domain-containing protein 2 OS=Mus musculus OX=10090 GN=Rcbtb2 PE=1 SV=1,bat,3-Ureidopropionic acid,-0.0535,no,no,no,RCBTB2_3-Ureidopropionic acid,NA,NA,NA,newfound,Normal
Q9Z2L7,CRLF3,Cytokine receptor-like factor 3 OS=Mus musculus OX=10090 GN=Crlf3 PE=1 SV=1,bat,3-Ureidopropionic acid,-0.159293123,no,no,no,CRLF3_3-Ureidopropionic acid,NA,NA,NA,newfound,Normal
O54785,LIMK2,LIM domain kinase 2 OS=Mus musculus OX=10090 GN=Limk2 PE=1 SV=2,bat,3-Ureidopropionic acid,-0.0228,no,no,no,LIMK2_3-Ureidopropionic acid,NA,NA,NA,newfound,Normal
Q9EP97,SENP3,Sentrin-specific protease 3 OS=Mus musculus OX=10090 GN=Senp3 PE=1 SV=1,bat,8-hydroxy-2'-deoxyguanosine,0.302414875,no,no,no,SENP3_8-hydroxy-2'-deoxyguanosine,NA,NA,NA,newfound,Normal
Q543V3,IRS1,Insulin receptor substrate 1 OS=Mus musculus OX=10090 GN=Irs1 PE=1 SV=1,bat,8-hydroxy-2'-deoxyguanosine,0.015,no,no,no,IRS1_8-hydroxy-2'-deoxyguanosine,NA,NA,NA,newfound,Normal
Q62141,SIN3B,Paired amphipathic helix protein Sin3b OS=Mus musculus OX=10090 GN=Sin3b PE=1 SV=2,bat,8-hydroxy-2'-deoxyguanosine,0.0872,no,no,no,SIN3B_8-hydroxy-2'-deoxyguanosine,NA,NA,NA,newfound,Normal
P17710,HK1,Hexokinase-1 OS=Mus musculus OX=10090 GN=Hk1 PE=1 SV=3,bat,8-hydroxy-2'-deoxyguanosine,-0.358029638,no,no,yes,HK1_8-hydroxy-2'-deoxyguanosine,NA,NA,NA,newfound,Normal
Q91VJ2,CAVIN3,Caveolae-associated protein 3 OS=Mus musculus OX=10090 GN=Cavin3 PE=1 SV=1,bat,8-hydroxy-2'-deoxyguanosine,-0.0585,no,no,no,CAVIN3_8-hydroxy-2'-deoxyguanosine,NA,NA,NA,newfound,Normal
Q8K2J0,PLCD3,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3 OS=Mus musculus OX=10090 GN=Plcd3 PE=1 SV=2",bat,8-hydroxy-2'-deoxyguanosine,-0.0661,no,no,no,PLCD3_8-hydroxy-2'-deoxyguanosine,NA,NA,NA,newfound,Normal
Q3U2G2,HSPA4,Heat shock 70 kDa protein 4 OS=Mus musculus OX=10090 GN=Hspa4 PE=1 SV=1,bat,8-hydroxy-2'-deoxyguanosine,-0.0599,no,no,no,HSPA4_8-hydroxy-2'-deoxyguanosine,NA,NA,NA,newfound,Normal
Q99ME2,WDR6,WD repeat-containing protein 6 OS=Mus musculus OX=10090 GN=Wdr6 PE=1 SV=1,bat,8-hydroxy-2'-deoxyguanosine,0.265223773,no,no,no,WDR6_8-hydroxy-2'-deoxyguanosine,NA,NA,NA,newfound,Normal
Q9D7X3,DUSP3,Dual specificity protein phosphatase 3 OS=Mus musculus OX=10090 GN=Dusp3 PE=1 SV=1,bat,8-hydroxy-2'-deoxyguanosine,-0.153006484,no,no,no,DUSP3_8-hydroxy-2'-deoxyguanosine,NA,NA,NA,newfound,Normal
Q8R2E9,ERO1B,ERO1-like protein beta OS=Mus musculus OX=10090 GN=Ero1b PE=1 SV=1,bat,8-hydroxy-2'-deoxyguanosine,-0.170053128,no,no,no,ERO1B_8-hydroxy-2'-deoxyguanosine,NA,NA,NA,newfound,Normal
Q60872,EIF1A,Eukaryotic translation initiation factor 1A OS=Mus musculus OX=10090 GN=Eif1a PE=2 SV=3,bat,8-hydroxy-2'-deoxyguanosine,-0.148574039,no,no,no,EIF1A_8-hydroxy-2'-deoxyguanosine,NA,NA,NA,newfound,Normal
Q9QUR7,PIN1,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 OS=Mus musculus OX=10090 GN=Pin1 PE=1 SV=1,bat,8-hydroxy-2'-deoxyguanosine,-0.0265,no,no,no,PIN1_8-hydroxy-2'-deoxyguanosine,NA,NA,NA,newfound,Normal
Q4PJX1,ODR4,Protein odr-4 homolog OS=Mus musculus OX=10090 GN=Odr4 PE=1 SV=2,bat,8-hydroxy-2'-deoxyguanosine,-0.222344313,no,no,no,ODR4_8-hydroxy-2'-deoxyguanosine,NA,NA,NA,newfound,Normal
Q62433,NDRG1,Protein NDRG1 OS=Mus musculus OX=10090 GN=Ndrg1 PE=1 SV=1,bat,8-hydroxy-2'-deoxyguanosine,-0.107022435,no,no,no,NDRG1_8-hydroxy-2'-deoxyguanosine,NA,NA,NA,newfound,Normal
Q9Z0L8,GGH,Gamma-glutamyl hydrolase OS=Mus musculus OX=10090 GN=Ggh PE=1 SV=2,bat,8-hydroxy-2'-deoxyguanosine,0.621466298,no,no,no,GGH_8-hydroxy-2'-deoxyguanosine,NA,NA,NA,newfound,Extreme Outlier
Q9D1H9-2,MFAP4,Isoform 2 of Microfibril-associated glycoprotein 4 OS=Mus musculus OX=10090 GN=Mfap4,bat,8-hydroxy-2'-deoxyguanosine,0.0417,no,no,no,MFAP4_8-hydroxy-2'-deoxyguanosine,NA,NA,NA,newfound,Normal
Q61503,NT5E,5'-nucleotidase OS=Mus musculus OX=10090 GN=Nt5e PE=1 SV=2,bat,8-hydroxy-2'-deoxyguanosine,0.247467043,no,no,yes,NT5E_8-hydroxy-2'-deoxyguanosine,NA,NA,NA,newfound,Normal
Q9D3P8,PLGRKT,Plasminogen receptor (KT) OS=Mus musculus OX=10090 GN=Plgrkt PE=1 SV=1,bat,8-hydroxy-2'-deoxyguanosine,-0.0775,no,yes,no,PLGRKT_8-hydroxy-2'-deoxyguanosine,NA,NA,NA,newfound,Normal
E9QM38,SLC12A2,Solute carrier family 12 member 2 OS=Mus musculus OX=10090 GN=Slc12a2 PE=1 SV=1,bat,Acetyl-L-carnitine,0.0654,yes,no,no,SLC12A2_Acetyl-L-carnitine,NA,NA,NA,newfound,Normal
Q91YN5,UAP1,UDP-N-acetylhexosamine pyrophosphorylase OS=Mus musculus OX=10090 GN=Uap1 PE=1 SV=1,bat,Acetyl-L-carnitine,-0.150078686,no,no,yes,UAP1_Acetyl-L-carnitine,NA,NA,NA,newfound,Normal
Q9CQ73,PKP2,Plakophilin 2 OS=Mus musculus OX=10090 GN=Pkp2 PE=1 SV=1,bat,Acetyl-L-carnitine,-0.0339,no,no,no,PKP2_Acetyl-L-carnitine,NA,NA,NA,newfound,Normal
Q80Y98,DDHD2,Phospholipase DDHD2 OS=Mus musculus OX=10090 GN=Ddhd2 PE=1 SV=3,bat,Acetyl-L-carnitine,0.043,no,no,no,DDHD2_Acetyl-L-carnitine,NA,NA,NA,newfound,Normal
Q6ZPJ3,UBE2O,(E3-independent) E2 ubiquitin-conjugating enzyme UBE2O OS=Mus musculus OX=10090 GN=Ube2o PE=1 SV=3,bat,Acetyl-L-carnitine,-0.129086535,no,no,no,UBE2O_Acetyl-L-carnitine,NA,NA,NA,newfound,Normal
P70180,NPR3,Atrial natriuretic peptide receptor 3 OS=Mus musculus OX=10090 GN=Npr3 PE=1 SV=3,bat,Acetyl-L-carnitine,-0.0299,no,no,no,NPR3_Acetyl-L-carnitine,NA,NA,NA,newfound,Normal
O08917,FLOT1,Flotillin-1 OS=Mus musculus OX=10090 GN=Flot1 PE=1 SV=1,bat,Acetyl-L-carnitine,-0.0579,yes,no,no,FLOT1_Acetyl-L-carnitine,NA,NA,NA,newfound,Normal
Q91VJ2,CAVIN3,Caveolae-associated protein 3 OS=Mus musculus OX=10090 GN=Cavin3 PE=1 SV=1,bat,Acetyl-L-carnitine,-0.02,no,no,no,CAVIN3_Acetyl-L-carnitine,NA,NA,NA,newfound,Normal
Q6PGH2,JPT2,Jupiter microtubule associated homolog 2 OS=Mus musculus OX=10090 GN=Jpt2 PE=1 SV=1,bat,Acetyl-L-carnitine,-0.0662,no,no,no,JPT2_Acetyl-L-carnitine,NA,NA,NA,newfound,Normal
B8JJN0,GM20547,Predicted gene 20547 OS=Mus musculus OX=10090 GN=Gm20547 PE=3 SV=1,bat,Acetyl-L-carnitine,-0.0505,no,no,no,GM20547_Acetyl-L-carnitine,NA,NA,NA,newfound,Normal
Q3UVK0,ERMP1,Endoplasmic reticulum metallopeptidase 1 OS=Mus musculus OX=10090 GN=Ermp1 PE=1 SV=2,bat,Acetyl-L-carnitine,-0.0327,no,no,no,ERMP1_Acetyl-L-carnitine,NA,NA,NA,newfound,Normal
